"open_time","open","high","low","close","volume"
"2026/4/4 0:00:00","234.26","235.68","233.44","235.29","26294.644"
"2026/4/4 1:00:00","235.28","235.98","234.21","234.98","20678.828"
"2026/4/4 2:00:00","234.97","236.38","234.76","235.6","26099.867"
"2026/4/4 3:00:00","235.61","236.5","235.11","235.58","18843.865"
"2026/4/4 4:00:00","235.57","237.16","234.85","236.07","32626.452"
"2026/4/4 5:00:00","236.07","236.37","235.17","235.82","15761.003"
"2026/4/4 6:00:00","235.81","237.07","234.62","237","25338.359"
"2026/4/4 7:00:00","237","238","236.52","237.24","29716.948"
"2026/4/4 8:00:00","237.24","237.81","236.7","237.3","19818.107"
"2026/4/4 9:00:00","237.31","239.4","236.84","239.09","40991.85"
"2026/4/4 10:00:00","239.09","244.88","239.08","244.09","153950.832"
"2026/4/4 11:00:00","244.08","248.53","243.19","244.93","123431.107"
"2026/4/4 12:00:00","244.93","245.3","242.68","244.19","60845.966"
"2026/4/4 13:00:00","244.19","250.28","244.01","247.93","129689.052"
"2026/4/4 14:00:00","247.94","248.75","245.19","247.92","78375.807"
"2026/4/4 15:00:00","247.91","250.8","247.16","249.08","88542.106"
"2026/4/4 16:00:00","249.08","249.87","246.25","246.82","54193.791"
"2026/4/4 17:00:00","246.82","252.77","246.33","252.2","80864.886"
"2026/4/4 18:00:00","252.21","253.83","250.56","251.25","63987.458"
"2026/4/4 19:00:00","251.24","253.05","249.27","250.93","48833.215"
"2026/4/4 20:00:00","250.93","252.43","250.43","251.49","25081.425"
"2026/4/4 21:00:00","251.48","252.94","250.86","250.99","23846.315"
"2026/4/4 22:00:00","250.99","252.42","250.47","251.52","36302.316"
"2026/4/4 23:00:00","251.51","251.55","249.54","251.09","35665.137"
"2026/4/5 0:00:00","251.09","251.41","248.12","249.05","47599.367"
"2026/4/5 1:00:00","249.06","249.12","246.42","247.07","42700.263"
"2026/4/5 2:00:00","247.07","247.52","245.77","247.14","39283.673"
"2026/4/5 3:00:00","247.14","247.74","246.41","246.45","22451.972"
"2026/4/5 4:00:00","246.44","248.31","246.27","247.7","28119.575"
"2026/4/5 5:00:00","247.7","247.98","244.24","244.54","49777.304"
"2026/4/5 6:00:00","244.56","246.66","242.91","245","89374.109"
"2026/4/5 7:00:00","245","245.93","244.06","244.22","28777.749"
"2026/4/5 8:00:00","244.21","245.49","244","245.22","22682.823"
"2026/4/5 9:00:00","245.22","249.7","245.08","248.29","63655.41"
"2026/4/5 10:00:00","248.28","249.14","244.16","244.64","52146.271"
"2026/4/5 11:00:00","244.63","244.86","243.18","243.54","47697.579"
"2026/4/5 12:00:00","243.54","243.65","237.92","239.94","137430.658"
"2026/4/5 13:00:00","239.94","239.96","236.61","239.06","95363.203"
"2026/4/5 14:00:00","239.05","240.16","237.78","239.07","56489.435"
"2026/4/5 15:00:00","239.07","242.79","238.05","241.33","114555.988"
"2026/4/5 16:00:00","241.33","242.8","238.91","239.57","47570.891"
"2026/4/5 17:00:00","239.58","240.89","239.12","240.34","23244.583"
"2026/4/5 18:00:00","240.33","242.23","239.5","241.48","26275.579"
"2026/4/5 19:00:00","241.49","241.72","239.74","240.56","21525.233"
"2026/4/5 20:00:00","240.56","241.54","239.5","241.19","26385.757"
"2026/4/5 21:00:00","241.19","241.39","238.21","238.52","30597.475"
"2026/4/5 22:00:00","238.53","242.37","237.3","242.05","76289.269"
"2026/4/5 23:00:00","242.06","245.24","241.76","244.9","92897.281"
"2026/4/6 0:00:00","244.91","249.23","244.86","247.82","118056.523"
"2026/4/6 1:00:00","247.83","249.8","246.7","247.85","59650.684"
"2026/4/6 2:00:00","247.86","255.21","247.51","254.51","149445.402"
"2026/4/6 3:00:00","254.5","259.68","253.52","255.75","155880.885"
"2026/4/6 4:00:00","255.75","256.6","252.62","253.59","59596.829"
"2026/4/6 5:00:00","253.59","255.86","252.88","255.7","47314.878"
"2026/4/6 6:00:00","255.69","255.69","251.18","252.33","71728.014"
"2026/4/6 7:00:00","252.33","253.14","250.09","252.9","46112.678"
"2026/4/6 8:00:00","252.9","254.63","251.8","253.85","45548.211"
"2026/4/6 9:00:00","253.86","258.66","253.6","256.93","109218.349"
"2026/4/6 10:00:00","256.94","260.91","255.3","256.25","110378.831"
"2026/4/6 11:00:00","256.25","256.41","254.32","255.09","46832.984"
"2026/4/6 12:00:00","255.09","255.46","253.02","253.45","40354.104"
"2026/4/6 13:00:00","253.45","256.28","253.34","253.91","50038.597"
"2026/4/6 14:00:00","253.92","255.55","251.5","253.25","81811.613"
"2026/4/6 15:00:00","253.26","254.13","252.32","253.76","44512.551"
"2026/4/6 16:00:00","253.78","257.42","253.25","256.76","77644.787"
"2026/4/6 17:00:00","256.76","258.15","253.95","255.73","74704.298"
"2026/4/6 18:00:00","255.73","257.79","255.43","256.63","30424.229"
"2026/4/6 19:00:00","256.63","256.63","254.43","254.95","34262.609"
"2026/4/6 20:00:00","254.96","256.24","254","255.84","19317.367"
"2026/4/6 21:00:00","255.83","256.28","254.94","256.08","16583.171"
"2026/4/6 22:00:00","256.07","257.53","249.36","249.56","85345.373"
"2026/4/6 23:00:00","249.56","252.15","248.12","251.33","90696.85"
"2026/4/7 0:00:00","251.32","254.22","251.03","252.85","53317.002"
"2026/4/7 1:00:00","252.84","256.37","251.6","252.5","92125.174"
"2026/4/7 2:00:00","252.5","253.24","250.35","253.03","57666.62"
"2026/4/7 3:00:00","253.03","255.26","252.36","254.63","46952.651"
"2026/4/7 4:00:00","254.63","267.67","253.58","261.65","216074.494"
"2026/4/7 5:00:00","261.66","264.93","260.61","263.49","106247.19"
"2026/4/7 6:00:00","263.48","264.29","261.45","263.33","63266.677"
"2026/4/7 7:00:00","263.34","265.91","261.92","263.18","93841.409"
"2026/4/7 8:00:00","263.18","267.66","262.93","266.66","78466.963"
"2026/4/7 9:00:00","266.67","272.55","266.41","266.88","169653.345"
"2026/4/7 10:00:00","266.88","268.82","263.64","264.13","141577.624"
"2026/4/7 11:00:00","264.15","265.69","261.99","265.28","87866.725"
"2026/4/7 12:00:00","265.29","267.65","262.6","266.1","107115.898"
"2026/4/7 13:00:00","266.06","267.99","262.73","262.81","103527.042"
"2026/4/7 14:00:00","262.81","267.62","259.2","264.87","174456.368"
"2026/4/7 15:00:00","264.87","271.9","264.4","264.79","191227.306"
"2026/4/7 16:00:00","264.79","270.16","264.77","269.34","115495.346"
"2026/4/7 17:00:00","269.34","273.98","267.5","270.16","138368.469"
"2026/4/7 18:00:00","270.14","271.1","267.78","268.49","60829.99"
"2026/4/7 19:00:00","268.49","272.88","267.82","272.69","60399.567"
"2026/4/7 20:00:00","272.7","278.86","272.47","276.83","162649.845"
"2026/4/7 21:00:00","276.83","320","276.79","309.47","694847.535"
"2026/4/7 22:00:00","309.47","318.46","306.77","312.39","350366.464"
"2026/4/7 23:00:00","312.49","324.72","312.46","320.18","361927.788"
"2026/4/8 0:00:00","320.17","323.03","313.16","316.13","233813.341"
"2026/4/8 1:00:00","316.14","319.69","312.16","317.69","122009.459"
"2026/4/8 2:00:00","317.69","328","316.6","323.87","200468.713"
"2026/4/8 3:00:00","323.86","325.72","317.45","318.29","137429.678"
"2026/4/8 4:00:00","318.3","323.38","316.3","321.6","120345.401"
"2026/4/8 5:00:00","321.6","323.89","319.65","320.81","82355.664"
"2026/4/8 6:00:00","320.81","324.26","319.15","321.64","65738.498"
"2026/4/8 7:00:00","321.64","327.11","320.83","323.88","93966.588"
"2026/4/8 8:00:00","323.88","331.38","322.7","327.58","175363.439"
"2026/4/8 9:00:00","327.58","331.92","326.53","329.89","141438.808"
"2026/4/8 10:00:00","329.89","336.66","328.33","330.14","189641.058"
"2026/4/8 11:00:00","330.14","335.75","325","332.41","187637.996"
"2026/4/8 12:00:00","332.41","338.88","330.12","335.24","223106.046"
"2026/4/8 13:00:00","335.25","338.45","331.08","335.69","226777.481"
"2026/4/8 14:00:00","335.68","339.85","328.7","330.73","327459.236"
"2026/4/8 15:00:00","330.73","333.6","326","332.9","218169.458"
"2026/4/8 16:00:00","332.89","334.14","327.93","328.43","120328.676"
"2026/4/8 17:00:00","328.43","332.89","327.53","331.77","100388.073"
"2026/4/8 18:00:00","331.77","333.62","325.1","327.15","143123.592"
"2026/4/8 19:00:00","327.16","327.81","323.3","325.39","129370.617"
"2026/4/8 20:00:00","325.38","326.28","318.59","320.2","142124.625"
"2026/4/8 21:00:00","320.21","327.49","319.69","326.8","116174.102"
"2026/4/8 22:00:00","326.8","327.14","320.32","321.35","81135.305"
"2026/4/8 23:00:00","321.36","324.87","320.13","323.18","72937.152"
"2026/4/9 0:00:00","323.19","327.23","319.65","321.52","125123.079"
"2026/4/9 1:00:00","321.52","322.8","313.33","315.7","158488.111"
"2026/4/9 2:00:00","315.7","319","315","316.55","84834.741"
"2026/4/9 3:00:00","316.55","318.61","315.4","318.18","57452.677"
"2026/4/9 4:00:00","318.17","318.66","316.15","317.28","43485.6"
"2026/4/9 5:00:00","317.27","321.58","315.4","318.71","94336.707"
"2026/4/9 6:00:00","318.71","320.44","315.5","319.24","82234.97"
"2026/4/9 7:00:00","319.23","321.8","318.63","319.28","60142.763"
"2026/4/9 8:00:00","319.28","321.69","317.67","319.12","60121.298"
"2026/4/9 9:00:00","319.12","319.41","316.11","318.69","78881.414"
"2026/4/9 10:00:00","318.69","319.2","313.45","314.62","83153.055"
"2026/4/9 11:00:00","314.62","315.65","310.57","311.24","90177.231"
"2026/4/9 12:00:00","311.24","313.98","310.04","313.26","94339.501"
"2026/4/9 13:00:00","313.27","313.77","308.24","309.97","136438.673"
"2026/4/9 14:00:00","309.98","318.2","309.05","316.79","144015.928"
"2026/4/9 15:00:00","316.79","329.87","315.18","324.9","289748.024"
"2026/4/9 16:00:00","324.9","333","324.34","329.61","194103.249"
"2026/4/9 17:00:00","329.62","335.7","329.05","335.32","134066.877"
"2026/4/9 18:00:00","335.33","391.52","332.77","357.12","744290.864"
"2026/4/9 19:00:00","357.11","371.86","353.25","368.28","261044.547"
"2026/4/9 20:00:00","368.28","382.41","368.19","377.24","261822.34"
"2026/4/9 21:00:00","377.24","384.7","368.34","370.35","200277.353"
"2026/4/9 22:00:00","370.35","377.38","367.79","370.63","133878.168"
"2026/4/9 23:00:00","370.62","375.21","363.24","366.52","134827.006"
"2026/4/10 0:00:00","366.52","369.93","363.05","368.14","120871.922"
